69.8662109375,1.165283203125,80,139
173.702392578125,1.52197265625,140,316
636.457275390625,2.561767578125,232,608
2070.9228515625,3.381103515625,423,1188
12372.70263671875,8.169677734375,1004,2943
54491.917724609375,15.40625,1979,5836
71.737060546875,1.060302734375,77,140
171.76025390625,2.1552734375,136,319
605.266357421875,2.288330078125,232,604
2139.50439453125,3.94873046875,427,1181
13546.0625,7.992431640625,1011,2944
55897.013427734375,16.79345703125,1977,5857
69.48583984375,1.130615234375,78,139
167.712646484375,1.374755859375,137,314
557.696044921875,1.60791015625,234,601
2181.580322265625,4.00537109375,431,1184
13503.462646484375,7.87744140625,1004,2937
54113.9736328125,17.31005859375,1965,5833
71.91015625,1.201416015625,78,139
170.6259765625,1.58349609375,138,312
567.90673828125,2.20654296875,233,607
2157.8486328125,3.6396484375,426,1191
11795.755615234375,7.35400390625,1007,2941
49566.24072265625,15.664794921875,1983,5854
69.81591796875,1.180419921875,79,143
152.94140625,1.791748046875,135,314
501.7939453125,2.02490234375,230,609
1916.71142578125,3.5380859375,427,1187
11675.16357421875,7.520263671875,1005,2951
49877.756103515625,15.21240234375,1975,5848
68.55078125,1.13623046875,78,138
158.289306640625,1.542236328125,135,316
502.409912109375,2.102294921875,233,605
1941.901611328125,4.624755859375,429,1197
11546.7919921875,7.869873046875,1015,2935
50030.97265625,15.55517578125,1983,5834
38.884521484375,0.977294921875,78,141
158.699951171875,1.568359375,137,315
519.162353515625,2.052734375,230,608
1882.310302734375,3.462158203125,436,1188
11534.591796875,7.33056640625,1018,2930
50314.678955078125,16.8037109375,1976,5860
71.712158203125,1.002197265625,79,140
147.61962890625,1.401611328125,138,311
504.992919921875,1.94921875,232,605
1935.34423828125,3.78173828125,426,1194
11542.543212890625,7.80517578125,1009,2932
57068.63916015625,16.20751953125,1965,5844
111.921142578125,2.13720703125,80,140
164.317138671875,1.172119140625,131,311
834.181884765625,2.472900390625,231,606
3076.92578125,4.873046875,424,1192
18548.36328125,21.31103515625,1009,2928
79580.79077148438,21.31591796875,1980,5815
68.787109375,0.967041015625,79,139
237.2275390625,1.603759765625,139,318
692.0556640625,2.4619140625,231,608
3036.872314453125,4.749755859375,423,1184
13932.77392578125,8.856201171875,1005,2938
78589.73388671875,21.966064453125,1989,5847
115.20361328125,1.6123046875,76,142
248.130615234375,2.146728515625,132,314
800.11376953125,3.112548828125,236,610
3021.7919921875,6.50830078125,426,1195
18607.364990234375,11.8447265625,1008,2923
74197.29370117188,20.7568359375,1978,5842
81.63232421875,1.183837890625,76,140
212.091064453125,1.637939453125,135,311
811.300048828125,2.739501953125,234,611
3007.909423828125,5.780029296875,430,1182
18771.969970703125,11.522705078125,1008,2936
74798.15600585938,21.75537109375,1979,5849
53.239013671875,0.943603515625,76,140
266.010009765625,1.79833984375,135,315
822.8544921875,3.017578125,233,611
3047.40380859375,4.656005859375,429,1193
18796.220458984375,11.5068359375,1016,2933
72375.66186523438,21.166748046875,1983,5853
62.6865234375,0.919189453125,78,142
225.369873046875,1.97314453125,134,318
939.524169921875,2.78271484375,231,609
3002.350341796875,4.947998046875,426,1186
18734.57568359375,10.72412109375,1011,2930
75927.5244140625,19.388427734375,1981,5826
71.57666015625,1.060302734375,77,143
213.49267578125,1.704345703125,136,318
832.234619140625,2.877685546875,231,604
3043.471923828125,5.43505859375,430,1190
18701.8251953125,10.97509765625,1009,2940
75167.74926757812,19.878662109375,1985,5841
76.0400390625,0.86767578125,76,141
282.536376953125,2.013671875,133,315
782.66064453125,2.66748046875,233,607
3213.01513671875,8.406982421875,432,1191
18492.697021484375,11.66796875,1007,2936
74342.861328125,20.02392578125,1982,5849
66.010498046875,1.22265625,76,140
231.364501953125,1.66943359375,137,318
755.033935546875,3.3125,230,608
3081.412353515625,4.62255859375,426,1192
18717.178466796875,10.85986328125,1008,2935
74914.23388671875,19.714599609375,1988,5836
139.394775390625,1.989990234375,76,140
290.138916015625,2.366943359375,135,317
758.14453125,2.6220703125,234,601
3033.917236328125,6.468994140625,428,1189
19032.157470703125,10.472412109375,1009,2935
76277.15576171875,20.033203125,1977,5846
101.436767578125,1.324951171875,78,142
268.179443359375,2.052490234375,136,316
742.2939453125,2.550048828125,233,605
3030.569580078125,5.145751953125,424,1189
18719.195068359375,10.885498046875,1013,2928
76899.84033203125,20.728759765625,1977,5861
64.9736328125,1.19189453125,77,139
212.68994140625,1.70068359375,135,313
815.67041015625,2.9208984375,233,601
3034.53369140625,5.0224609375,431,1190
17848.896484375,11.2421875,998,2931
72763.75073242188,23.42529296875,1976,5872
